Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11
TRUE,more,living_together,secondary,dont_know,tap_hh,Elementary,High Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,High Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,disagree,tap_hh,Elementary,High Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,higher_edu,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,none_primary_only,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
FALSE,skip,married,none_primary_only,strongly_agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,higher_edu,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,same,married,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,none_primary_only,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,#N/A
FALSE,n/a,married,none_primary_only,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,n/a,married,higher_edu,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,n/a,living_together,none_primary_only,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,married,none_primary_only,strongly_agree,tap_hh,Elementary,Destroyed/No House,"<2,500",No land,shared_toilet
TRUE,n/a,married,none_primary_only,disagree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,n/a,separated,none_primary_only,disagree,tap_hh,High School,High Damage Level,"2,500 - 5,000",1 or less,shared_toilet
TRUE,n/a,married,higher_edu,agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",No land,own_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,n/a,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,n/a,married,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,n/a,married,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,widowed,secondary,agree,tap_hh,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
FALSE,n/a,married,none_primary_only,strongly_agree,tap_hh,High School,No Damage/Fully Repaired,"2,500 - 5,000",No land,#N/A
FALSE,n/a,separated,none_primary_only,dont_know,tap_hh,Primary,Medium Damage Level,"<2,500",1 or less,#N/A
TRUE,n/a,living_together,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,secondary,disagree,river,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,n/a,married,secondary,agree,tap_hh,Graduate,No Damage/Fully Repaired,"5,001 - 10,000",2.01 - 10,own_toilet
FALSE,n/a,married,secondary,strongly_agree,tap_hh,Graduate,Low Damage Level,"<2,500",1.01 - 2,own_toilet
FALSE,n/a,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,n/a,married,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,n/a,widowed,secondary,strongly_agree,tap_hh,Graduate,Medium Damage Level,"2,500 - 5,000",No land,#N/A
FALSE,n/a,married,none_primary_only,strongly_agree,tap_hh,Graduate,No Damage/Fully Repaired," >15,000",1 or less,own_toilet
FALSE,n/a,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,agree,tap_hh,High School,Low Damage Level,"5,001 - 10,000",1 or less,own_toilet
TRUE,n/a,married,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,widowed,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"5,001 - 10,000",1 or less,#N/A
FALSE,n/a,living_together,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,secondary,agree,tap_hh,Graduate,Medium Damage Level," >15,000",No land,#N/A
TRUE,more,separated,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,married,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,dont_know,other,Elementary,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,more,married,higher_edu,strongly_disagree,tap_hh,High School,Destroyed/No House,"5,001 - 10,000",No land,#N/A
TRUE,more,living_together,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,same,living_together,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,No Damage/Fully Repaired,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,none_primary_only,strongly_disagree,tap_hh,High School,No Damage/Fully Repaired,"<2,500",2.01 - 10,own_toilet
TRUE,more,married,secondary,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,none_primary_only,strongly_disagree,tap_hh,Graduate,Low Damage Level,"2,500 - 5,000",2.01 - 10,own_toilet
TRUE,more,widowed,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
FALSE,same,married,higher_edu,agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,same,married,none_primary_only,agree,well_shallow,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,more,separated,secondary,dont_know,tap_hh,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,married,secondary,strongly_agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,single,higher_edu,dont_know,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,shared_toilet
TRUE,n/a,living_together,none_primary_only,dont_know,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,married,none_primary_only,agree,tap_communal,High School,Low Damage Level,"2,500 - 5,000",1 or less,own_toilet
TRUE,less,married,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,dont_know,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,skip,living_together,none_primary_only,strongly_agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,dk,living_together,secondary,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,dk,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,married,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,less,single,secondary,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,less,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,same,living_together,secondary,strongly_disagree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,higher_edu,strongly_disagree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,widowed,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,living_together,secondary,strongly_agree,other,High School,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,n/a,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,n/a,living_together,secondary,strongly_agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,widowed,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Graduate,Medium Damage Level,"<2,500",1 or less,own_toilet
FALSE,n/a,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,less,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,less,living_together,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,less,living_together,none_primary_only,strongly_disagree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,less,living_together,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,secondary,strongly_agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,less,widowed,none_primary_only,strongly_agree,tap_communal,Graduate,Medium Damage Level,"5,001 - 10,000",1 or less,own_toilet
FALSE,less,married,none_primary_only,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",1.01 - 2,own_toilet
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",1 or less,shared_toilet
FALSE,dk,single,none_primary_only,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,shared_toilet
FALSE,less,married,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,secondary,strongly_agree,tap_hh,Graduate,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,none_primary_only,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,more,living_together,higher_edu,agree,tap_hh,High School,No Damage/Fully Repaired," >15,000",No land,own_toilet
TRUE,more,married,higher_edu,strongly_disagree,tap_hh,Graduate,No Damage/Fully Repaired,"5,001 - 10,000",1 or less,own_toilet
TRUE,same,married,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,living_together,none_primary_only,strongly_agree,tap_hh,Primary,Low Damage Level,"<2,500",No land,#N/A
TRUE,more,widowed,secondary,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,dk,married,none_primary_only,dont_know,tap_hh,Primary,Medium Damage Level,"<2,500",1 or less,own_toilet
TRUE,skip,married,secondary,neither,tap_hh,High School,Low Damage Level,"<2,500",1 or less,shared_toilet
TRUE,skip,widowed,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,skip,living_together,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,skip,married,secondary,strongly_disagree,tap_hh,Graduate,No Damage/Fully Repaired,"2,500 - 5,000",1 or less,own_toilet
TRUE,dk,married,secondary,strongly_agree,tap_hh,Graduate,No Damage/Fully Repaired,"2,500 - 5,000",1 or less,own_toilet
TRUE,dk,separated,none_primary_only,agree,tap_hh,High School,Low Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,more,married,none_primary_only,disagree,tap_hh,Graduate,No Damage/Fully Repaired,"2,500 - 5,000",1 or less,own_toilet
TRUE,dk,married,secondary,disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,shared_toilet
TRUE,less,single,secondary,agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
FALSE,dk,living_together,none_primary_only,strongly_agree,tap_hh,High School,Low Damage Level,"<2,500",1 or less,#N/A
TRUE,less,married,secondary,dont_know,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,less,living_together,none_primary_only,agree,tap_hh,Graduate,Low Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,none_primary_only,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,secondary,strongly_agree,tap_hh,Elementary,Low Damage Level,"5,001 - 10,000",No land,#N/A
TRUE,more,living_together,secondary,dont_know,tap_hh,High School,Low Damage Level,"<2,500",No land,#N/A
TRUE,more,living_together,higher_edu,dont_know,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,tap_hh,Graduate,Medium Damage Level,"2,500 - 5,000",No land,own_toilet
TRUE,same,living_together,none_primary_only,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,same,married,none_primary_only,strongly_agree,tap_hh,Elementary,No Damage/Fully Repaired,"<2,500",More than 20,own_toilet
TRUE,more,widowed,secondary,strongly_agree,tap_hh,Elementary,Destroyed/No House,"<2,500",1 or less,#N/A
TRUE,same,living_together,none_primary_only,strongly_agree,river,High School,Low Damage Level,"<2,500",1 or less,own_toilet
TRUE,same,living_together,none_primary_only,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,living_together,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_disagree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,widowed,none_primary_only,agree,other,Primary,Destroyed/No House,"<2,500",No land,#N/A
TRUE,more,separated,secondary,agree,tap_hh,Graduate,Low Damage Level," >15,000",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_agree,other,High School,Medium Damage Level,"<2,500",2.01 - 10,#N/A
TRUE,more,married,none_primary_only,agree,tap_hh,High School,Destroyed/No House,"<2,500",No land,shared_toilet
TRUE,less,living_together,none_primary_only,strongly_agree,tap_hh,Elementary,Destroyed/No House,"<2,500",No land,own_toilet
TRUE,dk,living_together,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,more,married,none_primary_only,strongly_disagree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,same,separated,secondary,strongly_disagree,tap_hh,Graduate,Low Damage Level," >15,000",1 or less,own_toilet
TRUE,more,married,secondary,agree,tap_hh,Primary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,skip,living_together,secondary,agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,#N/A
TRUE,more,living_together,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,married,secondary,strongly_agree,tap_hh,Elementary,Medium Damage Level,"<2,500",No land,#N/A
TRUE,less,married,secondary,agree,tap_hh,Elementary,High Damage Level,"<2,500",No land,own_toilet
TRUE,less,living_together,none_primary_only,agree,tap_hh,Elementary,Low Damage Level,"<2,500",No land,shared_toilet
TRUE,same,living_together,secondary,strongly_agree,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
TRUE,less,living_together,secondary,neither,tap_hh,High School,Medium Damage Level,"<2,500",No land,own_toilet
